N (Unique Subjects),Age (Mean ± SD),Gender (% Male),Gender (% Female),MMSE Score (Mean ± SD),CDGLOBAL (Mean ± SD),ABETA (Mean ± SD)
440,72.60 ± 7.28,51.81818181818182,48.18181818181818,26.49 ± 3.79,0.41 ± 0.43,1085.86 ± 649.08
